,text,Status
61,@115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
62,@ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭,FALSE
63,@115730 Hopefully we'll get there at some point! -Becky,TRUE
64,hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise,FALSE
65,@115731 Guac on! I'm happy it was such a great experience. -Becky,TRUE
66,"@ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, everyone was kind!",FALSE
67,@115731 It's because you're smart. -Tara,TRUE
68,When you're the only one in costume #boorito @ChipotleTweets,FALSE
69,@115732 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,FALSE
70,@ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdUct,FALSE
71,@115733 Nope! Still just the $3. -Becky,TRUE
72,"@ChipotleTweets If you get queso or quac on you're bowl, its extra?",FALSE
73,Just stop by in costume 10/31 3pm-close. Official rules: https://t.co/1HmW7QxwEh https://t.co/Wn0xErxC2z,FALSE
74,"@115734 I mean, Boorito is basically the adult version of Halloween... -Becky",TRUE
75,"Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleTweets 👻 I got mine earlier, did you?",FALSE
76,@115735 I'm so glad we could help. Who did you work with? I'd like to share the praise. -Becky,TRUE
77,@ChipotleTweets Thank you @ChipotleTweets for resolving my issue so quickly!! Y’all are the best ☺️ #fanforlife,FALSE
78,So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice,FALSE
79,@115736 All of our U.S. locations are participating! -Becky,TRUE
80,"Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to make sure, they’re doing it @ select ones",FALSE
81,@115737 My apologies for that. Just sent you a DM to help. -Becky,TRUE
82,"@ChipotleTweets Tried, didn't work. How rude :/",FALSE
83,@115737 Give it a try. -Tara,TRUE
84,@ChipotleTweets can I dress up as myself and still qualify for a BOORITO?,FALSE
85,"@115738 That's the best kind of trick-or-treating. All treats, my friend. -Becky",TRUE
86,"Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back home. @ChipotleTweets",FALSE
87,@115739 That's incredibly concerning. Please provide more details so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky,TRUE
88,@ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr,FALSE
89,@115740 Bummer. I'm so sorry. How far away is the closest location? -Becky,TRUE
90,$3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️,FALSE
91,@115741 Noted 😊 -Becky,TRUE
92,@ChipotleTweets Also I got the onesie at target. So cozy,FALSE
93,@ChipotleTweets Thanks Becky! Just feeling sorry for myself because my fiancé is driving from D.C. To Mississippi tonight,FALSE
94,"@115741 You won't be alone – we'll be there with you. Also, I want that llama onesie. -Becky",TRUE
95,Considering walking to @ChipotleTweets in my llama onesie alone happy Halloween 😭,FALSE
96,@115742 I love it! Thanks so much for stopping by. -Becky,TRUE
97,@ChipotleTweets name a better halloween duo #speedwaybrick #UTtranscript https://t.co/5ShDRMlC1T,FALSE
98,@115743 There is no info to share at the moment. Feel free to keep an eye on the PS Blog for news and updates: https://t.co/aLtfBAztyC,FALSE
99,@AskPlayStation @115743 Can I get help already??,FALSE
100,"@AskPlayStation So, what's the november ps plus free game?",FALSE
101,"@115745  Glad to know that is downloading, please feel free to contact us if you have further concerns.",FALSE
102,@AskPlayStation It was when I would go to download it. I just waited a few hours till after I bought it and it downloaded now.,FALSE
103,@115745 Sorry for the inconvenience. Do you see the data corrupted message when you try to open the game or download it?,FALSE
104,@AskPlayStation I bought Lego Star Wars in the PlayStation store but it won't let me download it because the data is corrupted..,TRUE
105,@115746  Glad to help.  Please share the details of this issue in our Community forum for further investigation: https://t.co/F3J4l2vJHb,FALSE
106,@AskPlayStation can i block a community from sending me invites to something i dont want to join,FALSE
107,"@115747 Glad you had fun, Sarah! We heard Count Collin can really suck the life out of the party  . . . :P",FALSE
108,We had to have a Count Colin 💛 @marksandspencer xx... https://t.co/HVWkevFsKB,FALSE
109,"@115748 We've let our team know we can do better, Joel. Thanks for sharing :)",FALSE
110,"‘Ere @marksandspencer, never mind avocado 🥑 - How’s about ‘ave a word?
Is it really necessary? 

The pair of ‘em were suffocating. https://t.co/ff2bmOVido",FALSE
111,"@115749 We're only obligated to provide bags for un-packaged meat. As ours is prepackaged, a charge will be applied",FALSE
112,@marksandspencer Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor do Waitrose so y do you?!,FALSE
113,"@115749 As our packaging is sufficient, any extra wrappings or bags does require an extra 5p charge as per legislation. Thanks",FALSE
114,@marksandspencer I check with the Gov office and legal. They stated you are not right. But it’s funny how the other stores don’t but you do. No wonder Lidl and the rest are beating you.,FALSE
115,"@marksandspencer ou must charge at least 5p a bag (including VAT) for carrier bags that are all of the following:

unused - it’s new and hasn’t already been used for sold goods to be taken away or delivered
plastic and 70 microns thick or less
it has handles, an opening and isn’t sealed",FALSE
116,"@marksandspencer aren’t require charge 4 a bag:
paper bags
shops in airports, or on board trains, aeroplanes or ships
bags which only contain certain items, such as unwrapped food, raw meat and fish where there is a food safety risk, prescription medicines, uncovered blades, seeds, bulbs &amp; 🌷s",FALSE
117,@marksandspencer y do they charge you for a meat bag at colliers woods branch. If you buy meat you r required to supply customers a free bag. Poor service.,FALSE
118,@115750 Love the aesthetic of your Colin the 'Creeperpillar' and someday.... 🐛🦋👻 https://t.co/LFubix5E4y,FALSE
119,Excellent Halloweening @marksandspencer 👌🏼 #countcolin #halloween #food https://t.co/lq1cSooHdj,FALSE
120,"@115751 Hello, Josh! To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport.",TRUE
121,"@MicrosoftHelps @XboxSupport Brilliant, thank you!",FALSE
122,"@MicrosoftHelps hi, having trouble making purchases on Xbox one store for fifa points, can you help?",FALSE
123,@115752 Help is here. To assist you in recovering your account we recommend that you contact our Answer desk team: https://t.co/7zSM1QXPMD.,FALSE
124,@MicrosoftHelps I need assistance recovering 2 hotmail accounts. I have  filled the recovery forms but am told am not providing enough info,FALSE
125,@115753 It appears this has been removed. Thanks for letting me know :) ^MB,TRUE
126,@ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz,FALSE
127,"@115755  No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK",TRUE
128,@ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message,FALSE
129,@115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN,TRUE
130,@ATVIAssist Thanks,FALSE
131,@115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK,TRUE
132,@ATVIAssist can you still pre oder ww2 on the playstation store,FALSE
133,"@115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP",TRUE
134,@115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.,FALSE
135,"@115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP",TRUE
136,@115758 Why was there a half gig update for world at war?,FALSE
137,@115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV,TRUE
138,@108162 @115761 @ATVIAssist tried that there was people so i came back,FALSE
139,@115762 Hey there! You can check out this link for more information in regards to this - https://t.co/OZIlONCLtF ^KO,TRUE
140,"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",FALSE
141,@115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO,TRUE
142,"@ATVIAssist Yes, the beta code",FALSE
143,"@115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO",TRUE
144,"@ATVIAssist Yes I have, so my code is on their?",FALSE
145,@ATVIAssist I pre ordered my game at game stop,FALSE
146,"@115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN",TRUE
147,@ATVIAssist For double xp^,FALSE
148,@ATVIAssist i pre ordered wwii but how do i get the code?,FALSE
149,@115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB,TRUE
150,@ATVIAssist Seth_tubbs and I am on PS4,FALSE
151,@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,FALSE
152,"@115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW",FALSE
153,"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?",FALSE
154,@115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison,TRUE
155,"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...",FALSE
156,@115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or,FALSE
157,@AdobeCare sure thing,FALSE
158,@AdobeCare the ctrl+alt+shift on load method didn't work. (2/2),FALSE
159,"@115767 Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue https://t.co/j3Dj2HDknM   ^SC",TRUE
160,@AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...,FALSE
161,"@115767 Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ https://t.co/iuwZCjz4Or",TRUE
162,Any help here @AdobeCare? https://t.co/x50e57UG4E,FALSE
163,"@115768 Hi Jeffrey, were you able to update to Lightroom Classic CC?   ^Tanuj",TRUE
164,@AdobeCare nope still down.,FALSE
165,@115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison,TRUE
166,@AdobeCare yes ive done that multiple times. its happened on previous versions as well.,FALSE
167,@115768 Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Madison,TRUE
168,@AdobeCare ok,FALSE
169,@AdobeCare so..when are they available?,FALSE
170,@115768 Sorry for this. Let me request the expert to look into this ASAP as he is in office. ^Raj,TRUE
171,@AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.,FALSE
172,"@115768 Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR https://t.co/iuwZCjz4Or",TRUE
173,@AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks,FALSE
174,@115768 Jeffrey did you use the process listed in https://t.co/ccvXXUvXuT to delete Lightroom Classic CC? ^Jeff,TRUE
175,@AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products,FALSE
176,@115768 Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. https://t.co/okPwBIqSxR ^Jeff,FALSE
177,@AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.,FALSE
178,"@115768 Hi there, I am looping our expert team to help answer your question. Thanks! ^MC",TRUE
179,@AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.,FALSE
180,@115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb,FALSE
181,"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",FALSE
182,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",FALSE
183,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,FALSE
184,@AmazonHelp こちらこそありがとうございました。,FALSE
185,@115770 恐れ入ります。至らない点も多々あるかとは存じますが、今後ともどうぞよろしくお願いします。ET,FALSE
186,amazonのfireTVstickが見れない😢,FALSE
187,"@115771 Hi, you can change your Microsoft account email through the steps here: https://t.co/DkEhOHbOYy . If the email your son wants to change to is already associated with a Microsoft account, you'll need to follow those steps to switch the email address on that account too. ^ZM",FALSE
188,"@XboxSupport can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account",FALSE
189,"@115772 Hi there, Lightroom 7.0.1 update was launched recently, please update the app to the latest version.  ^TS",TRUE
190,@115769 Did u release an update today for Lightroom Classic CC?,FALSE
191,"@115773 Hi there, please DM us you Adobe id so that we may have a quick look at your account details.   ^Tanuj https://t.co/iuwZCjz4Or",FALSE
192,"Please tell me why my @115769 has expired, but I’m still being charged????",FALSE
193,"@115774 Hi there, you may suggest it as a feature request at: https://t.co/SE1u3g161W .  ^Tanuj",TRUE
194,@115769 are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.,FALSE
195,"@115775 Thanks for sharing the file, we'll get back to you with updates as we investigate. ^Wren",TRUE
196,"@AdobeCare @115776 It’s intermittent for me. This file fails reliably: https://t.co/6m5a1RQEV9

The “Create subfolder” option just makes an empty “svg” folder",FALSE
197,"@115776 Unfortunately, we are not able to reproduce it at our end. I'll still be checking with the development team to find out more on this. ^OM https://t.co/3giRhN4vNJ",TRUE
198,"@AdobeCare Seems pretty widespread: https://t.co/ImomzTHO5j

Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.",FALSE
199,"@115776 Hi Keelin,
Sorry for the inconvenience. I am able to export SVG in AI CC 2018. Would you mind sharing your workflow, sample file/screenshot? https://t.co/iuwZCjz4Or",FALSE
200,So apparently the new version of @115777 @115778 has this cool feature where you can't export SVGs. Sick update guys.,FALSE
201,"@115779 Hi Duncan, please update Lightroom to 6.13 from the following link: https://t.co/9vaI2tzHd6 .  ^Tanuj",TRUE
202,@115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!,FALSE
203,"Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown: https://t.co/f1FGfdJaNk
https://t.co/6fsIV6WLRV",TRUE
204,"@115780 Hi Lauren, can you try changing your forum screen name at https://t.co/gF69gbjWAQ? That should do the trick! ^Madison",TRUE
205,@115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t,FALSE
206,"@115781 Hi Jake, any screenshots you can share? What are you export settings? Is this happening on all files with links? ^Wren",TRUE
207,"@AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc",FALSE
208,"@115781 Hi Jack, is there any way you could send me a file to try exporting on my end to try and replicate? ^Wren https://t.co/iuwZCjz4Or",TRUE
209,"@115781 Hi Jack, we're looping the expert back into this conversation. Thanks! ^AJ",TRUE
210,@AdobeCare Solved this via phone support,FALSE
211,"@AdobeCare InDesign 13.0 is exporting all PDFs with blurry links, but links are not missing in INDD file. JPG export is not blurry. Help!",FALSE
212,@115782 Thank you for that. We have responded to your DM with more information.,FALSE
213,@AirbnbHelp I've just sent you a message with details. Thanks for your help,FALSE
214,"@115782 Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.",FALSE
215,"Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq",FALSE
216,@115784 We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.,FALSE
217,@115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.,FALSE
218,@115785 Hi there! We'd recommend reaching out to the chat team here: https://t.co/UrUi80i54l ^JA,FALSE
219,@XboxSupport They have no info either..,FALSE
220,@115785 We'd recommend keeping an eye out on your email that is associated with your account for further info.  ^JA,TRUE
221,@XboxSupport Lol so there's no one @115786 who can say when they're going to be shipped...? That's kinda weird,FALSE
222,@XboxSupport @115786 When someone @115786 or @15913 @115787 @115788 knows when the xbox one x ships let us know.  Lol shouldn't b a mystery..,FALSE
223,"@115785 @115786 Did you pre-order this console via the Microsoft store? If so, then let's have you reach out here: https://t.co/jY7fDjTzLd ^JA",FALSE
224,"@XboxSupport @115786 Kinda need to make sure I have 680$ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know #RealLifeStruggles",FALSE
225,@XboxSupport @115786 Already did they had me call and no one can answer the question.  I'm not trying to be a jerk but it's nuts no one has a answer..,FALSE
226,@XboxSupport @115786 @115787 @15913 Would like to know so I can make sure I have enough money for it...,FALSE
227,@XboxSupport @115786 @115787 @15913 can anyone let me know when our pre orders are going to be shipped for xbox one x??,FALSE
228,@115789 Hello! Would you mind following us and sending a DM with your gamertag and the code you redeemed?  ^RR,TRUE
229,@115790 @XboxSupport redeemed a code for fifa points this afternoon and still haven't got it. Why is this?,FALSE
230,@115791 Can you show us what is appearing on your screen? ^RM,TRUE
231,@XboxSupport This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it! https://t.co/jnMIVOlNbS,FALSE
232,"@1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app",FALSE
233,@115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET,FALSE
234,amazonプライムビデオ、再生エラーが多いです,FALSE
235,"@115793 @115794 Hi. Emergency services are dealing with an incident, info here: https://t.co/XSpQ4dhtvk",FALSE
236,"@115794 @115795 my colleagues @nationalrailenq for more info on how this is affecting services, thanks. 2/2 ^JP",TRUE
237,@115795 @115796 Ah maybe @115793 could help on this one,FALSE
238,"@115794 @115796 Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours",FALSE
239,@115795 @115796 What have you seen?,FALSE
240,Something going on at Preston train station ? @115796,FALSE
241,"@115797 Hi Loreen,kindly DM us your booking number and attach guest passport copy, we'll fix it for you, see you there!- Anwar",TRUE
242,@AirAsiaSupport Hi! I have DM u my booking # and passport picture thanks so much for quick action,FALSE
243,"@115797 Hi Loreen,correction done! :) See you on board! Cheers!- Anwar",FALSE
244,@AirAsiaSupport thank you very much..,FALSE
245,@AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂,FALSE
246,"@115797 Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha",FALSE
247,@AirAsiaSupport but i cant see it. i only see itenerary.. no birthday,FALSE
248,@115797 As you may check it under manage my booking online or during web check in. Date of birth will be shown accordingly.- Ed,FALSE
249,@AirAsiaSupport Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks,TRUE
250,@115797 Hi Loreen :) Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar,TRUE
251,@AirAsiaSupport hi!  I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.,FALSE
252,@115797 Sorry as we checked booking has already expired due to no payment made. Kindly please proceed with new booking - Ed,TRUE
253,@AirAsiaSupport lost my booking # chua loreen lee flight z2 129.128 12/22-01/8 taipei-manila. __email__,FALSE
254,"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)",FALSE
255,"@115799 Hi Emma, Could you please follow us so we can DM you again with the email reply sent to you  =) Yana",TRUE
256,"@AirAsiaSupport Hi Yana, followed!",TRUE
257,"@115799 Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya",TRUE
258,@AirAsiaSupport Hi Yana I don’t have any DMs from you. Did you mean email?,TRUE
259,@115799 We have replied to you via DM. Check it out =) Yana,TRUE
260,@AirAsiaSupport CAS-19708536-CB92N2 CRM:0326600 Please check on this I haven't heard from my case officer in weeks and provided all docs.,TRUE
261,@115800  notified if there should be any changes-Yana,TRUE
262,@115801 @115802 @AirAsiaSupport You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal! 😂😂😂😂 #unlucky,FALSE
263,@115802 @AirAsiaSupport Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!,FALSE
264,@115800 We are terribly sorry but we could not offer any options since all the flight are operating as per normal.Passengers will be,FALSE
265,"@115797 Hi Looreen :) Kindly DM us the booking number and attach guest passport copy, we'll fix it for you, see you there! -Anwar",TRUE
266,@AirAsiaSupport my surname has been redundant where do i go to correct it?,FALSE
267,@115797 H,FALSE
268,@115803 Please don't tell me Carol!! I can't wait to go home &amp; find out!! - Chloe,TRUE
269,@Morrisons My lips are sealed 😋,FALSE
270,@115803 Somebody else has told me!! I'm gutted :( - Chloe,TRUE
271,"@Morrisons Aahhrrgh! Keep mum, I’m still watching 😄",FALSE
272,"@115803 Don't you worry Carol, my lips are shut!! - Chloe",TRUE
273,"@Morrisons Aww, Sophie deserved winner 👏😄",FALSE
274,Fresh cream palmier @Morrisons bakery Bellshill gets my vote for #star baker 👨‍🍳😘😋💗just catching up on #gbbo17 don’t know who won yet 😄,FALSE
275,"@115804 Hi there, sorry about that. Please DM me when you visited the store and I'll look into this. Thanks - Kirsty",TRUE
276,"@Morrisons That's pointless as it's every day, all the time. No matter when I go in. I speak 2the management who r as fed up as I am. They've no staff.",FALSE
277,@115804 So sorry! Could you send me what store this is in so we can get this to the right people? - Janay,TRUE
278,"@115804 I can see you've sent the store, leave it with us and we'll get this sorted :) - Janay",TRUE
279,@Morrisons so fed up of this very familiar sight at Houghton Regis. Get more staff &amp; stock the place properly. This is just a small example https://t.co/CummsXx7jc,TRUE
280,"@115805  store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty",TRUE
281,"@Morrisons 3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off! https://t.co/jG0fTncMDr",FALSE
282,"@115805 Hi Emma, sorry about that. If a product is reduced then the previous offer isn't applied. Please DM me the barcode and the",TRUE
283,"@115806 You're welcome, William. Give us a shout if you need assistance with anything else. Good luck with the NRC app.",TRUE
284,@NikeSupport Thank you nike,FALSE
285,@115806 While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2),FALSE
286,"@NikeSupport I'm new to nike+ run club app,  should i start with guided runs or my couch?",FALSE
287,@115806 We got this. Both are beneficial to starting the NRC app. The Audio Guided runs are one time runs. (1/2),FALSE
288,@115807 What exactly is the issue you are having?,FALSE
289,@AskAmex I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.,FALSE
290,"@115807 Apologies for all of the issues. If you have time to chat securely with me, I would be happy to review. ^Rachel",TRUE
291,@AskAmex Sure. Please drop me a message now.,FALSE
292,@115807 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,TRUE
293,@AskAmex Amex Platinum and Amex everyday card.,FALSE
294,@115807 I am so sorry to hear that. Which U.S. based card do you have? Pls do not share any personal info.,FALSE
295,@AskAmex Nope. They weren’t ready to listen what I wanted to say and if I had any questions about anything else and hung up on me.,FALSE
